182,中華料理 福龍,,133.390166,34.501378,0
183,ステーキ丼専門店 黒べぇさん 南本庄店,,133.3504299,34.4878102,0
184,むっちゃん,,133.4333669,34.5166446,0
185,新宿さぼてん 福山さんすて店,,133.3630829,34.4896698,0
186,お好み焼き鉄板焼えんまる,,133.3652757,34.4882082,0
187,らーめん家 がら,,133.3921,34.49968,0
188,Imo Batake いもばたけ,【営業時間と定休日】平　　　日11：00～19：00土・日祝日11：00～19：00(現在コロナウィルス対策により終業時間を18：00としております）定休日　毎週水曜日＆第一火曜日,133.3801271,34.4499121,0
189,神辺 ニコニコピンピンらぁめん,時間火曜〜木曜18:00〜翌1:00金曜〜日曜18:00〜翌3:00,133.3575591,34.550637,0
190,天麩羅 あぶらや,,133.381994,34.5501305,0
191,海鮮炉端 貴,,133.3671862,34.5472875,0
192,藁焼きと炉端 火男 (ひょっとこ),,133.3183555,34.5429229,0
193,ぶに家 盛たに,,133.3860213,34.4634821,0
194,サムライデリカテッセン,,133.364265,34.489466,0
195,sunny burgers サニーバーガー,,133.3328892,34.3685029,0
196,シャンティ インディア,,133.3669668,34.4930365,0
197,居酒屋 ほろよい小町,,133.364568,34.4887981,0
198,Gallery Cafe 風の時計,,133.4091804,34.4387113,0
199,活魚料理 なりこま,,133.366593,34.4847132,0
200,居酒屋楽巴,,133.388201,34.4721,0
201,pecora ｜福山市 イタリアン レストラン ディナー デート 女子会 誕生日 記念日 パーティー 貸切 飲み放題 コース,,133.3674651,34.4876353,0
202,ヨッサンラーメン,,133.365379,34.479339,0
203,おばんざい 菜々彩,,133.3651019,34.4837549,0
204,海鮮問屋 一休総本店,,133.3891667,34.4819444,0
205,四季遊膳凛,,133.37222,34.485941,0
206,魚勝 元町店,,133.364776,34.487735,0
207,多酒多菜 遊膳,,133.3679874,34.4872048,0
208,Cafe kokoroni,,133.3914342,34.4720729,0
209,ステーキハウス ラジャ南福山店,,133.3844765,34.4571376,0
210,ステーキハウス ラジャ神辺店,,133.3675888,34.5474449,0
211,タンドール 東福山店,,133.3913369,34.4970323,0
212,タンドール 福山駅家店,,133.317053,34.5418758,0
213,中華そば 棗,,133.3293193,34.5454957,0
214,板前渡世 いろはのゐ,,133.3649078,34.4865269,0
215,株式会社夢笛,,133.3666596,34.4844908,0
216,出雲そば大黒屋 三吉町店,,133.3790092,34.4919839,0
217,酒膳家 三軒茶屋,,133.389004,34.471414,0
218,遊酒蔵 純,,133.3669719,34.487446,0
219,日本酒とワイン 食堂きたむら,,133.3680616,34.4878589,0
220,中国料理 蓮華 れんか,,133.366774,34.48436,0
221,咲蔵,,133.386651,34.472409,0
222,民宿 太進館,,133.4513281,34.3402796,0
223,鉄板料理 のがみ屋,,133.3726913,34.4712766,0
224,炭焼屋さわ田｜福山駅前店,,133.369137,34.490524,0
225,日本料理 おく村,,133.404665,34.5056534,0
226,あちゃ,,133.365546,34.4848771,0
227,とり常,,133.3715262,34.479469,0
228,嵯峨野,,133.4053341,34.5004258,0
229,スイーツラボミルク,,133.3921022,34.4996392,0
230,広島風お好み焼き たけの子,,133.379665,34.477506,0
231,ア・ラ・フェスタ,,133.369129,34.485316,0
232,カフェ・レフア,,133.385521,34.4333748,0
233,おうちごはん いる・ろーざ,,133.3694886,34.4836585,0
234,UN RU SAKKURU アンリュサックル,,133.3642096,34.4882053,0
235,おむすびや立樹,,133.361096,34.485988,0
236,和食居酒屋 手結,,133.3646348,34.4865937,0
237,神辺町道上２８５５−１１,,133.3546299,34.554928,0
238,お好み焼き 平かわ,,133.3143064,34.5421882,0
239,らーめん家 がら,,133.3921,34.49968,0
240,和彩酒膳植おか,,133.365454,34.487938,0
241,1000馬力 春日店,,133.410903,34.507272,0
242,モリズ（ＭＯＲＲＹＳ）,,133.3691541,34.4843511,0
243,くつろぎの店 匠,,133.3649736,34.5453102,0
244,かき小屋 福山港店,,133.407147,34.457733,0
245,らーめん・つけ麺 志堂,,133.3636409,34.5466982,0
246,隠れ癒酒屋 あなば,,133.41412,34.504296,0
247,あぶりん祭,,133.3898095,34.4716756,0
248,旬菜美酒 ちどり,,133.3642776,34.4907315,0
249,イタリアンガーヴィ,,133.363889,34.543302,0
250,居酒屋 はりま茶屋,,133.364932,34.4864409,0
251,沖野上町２丁目９−２５,,133.3761634,34.4743254,0
252,PIZZERIA Napoli,,133.4119875,34.5105325,0
253,浜どん,,133.3680678,34.4894823,0
254,福山和食・日本料理 壺中,,133.3677053,34.4871666,0
255,洋食工房 くつろぎ,,133.358628,34.549523,0
256,スペイン食堂,,133.3623008,34.4835244,0
257,居酒屋こでん,,133.3684402,34.4868398,0
258,クラフトハートダイニング,,133.3644377,34.4829218,0
259,パウロ＆ボルガ,,133.380754,34.4755796,0
260,路地裏ダイニング tAm Tam,,133.4064921,34.5069919,0
261,unjour アンジュール,,133.4103533,34.5010663,0
262,居酒屋 はなび,,133.3723991,34.4785809,0
263,ぶちくさらぁめん,,133.3689567,34.4877992,0
